"Food Code","Food Name","Scientific Name","Local Name","Food Group","No. of Regions","Tags","Energy [kJ]","Moisture [g]","Ash [mg]","Vitamins [mg]","Total Fat [g]","Cholesterol [mg]","Dietary Fiber [g]","Carbohydrate [g]","Protein [g]","Essential Amino acids [g]","Carotenoids [mg]","Polyphenols [mg]","Phytosterols [mg]","Tocopherols [ug]","Tocotrienols [ug]","Organic acids [mg]","Phytate [mg]","Saponins [g]","Essential Quantity Minerals [mg]","Essential Trace Minerals [mg]","Possibly essential Trace Minerals [ug]","Non-essential Trace Minerals [ug]","Toxic Minerals [ug]","Vitamin A [ug]","Vitamin B [mg]","Ascorbic acids (C) [mg]","Vitamin D [ug]","α-Tocopherol equivalent (E) [ug]","Vitamin K [ug]","Saturated Fatty acids [g]","Unsaturated Fatty acids [g]","Essential Fatty acids [g]","Cis Fatty acids [g]","Trans Fatty acids [g]","Monounsaturated Fatty acids [g]","Polyunsaturated Fatty acids [g]","Cis ω-3 Fatty acids [mg]","Cis ω-6 Fatty acids [g]","Cis ω-9 Fatty acids [g]","Cis ω-5 Fatty acids [mg]","Cis ω-7 Fatty acids [mg]","Insoluble Dietary Fiber [g]","Soluble Dietary Fiber [g]","Available CHO [g]","Starch [g]","Oligosaccharides [mg]","Free Sugars [g]","Essential Amino acids [g]","Conditionally essential Amino acids [g]","Non-essential Amino acids [g]","Retinol [ug]","Thiamine (B1) [ug]","Riboflavin (B2) [ug]","Niacin (B3) [mg]","Pantothenic acid (B5) [ug]","Total B6 [mg]","Biotin (B7) [ug]","Folates (B9) [ug]","Ergocalciferol (D2) [ug]","Cholecalciferol (D3) [ng]","25-OH-D3 [ng]","α-Tocopherol [ug]","β-Tocopherol [ug]","γ-Tocopherol [ug]","δ-Tocopherol [ug]","α-Tocotrienol [ug]","β-Tocotrienol [ug]","γ-Tocotrienol [ug]","δ-Tocotrienol [ug]","Phylloquinones (K1) [ug]","Menaquinones (K2) [ug]","Lutein [ug]","Zeaxanthin [ug]","Lycopene [ug]","β-Cryptoxanthin [ug]","γ-Carotene [ug]","α-Carotene [ug]","β-Carotene [ug]","Aluminium (Al) [ug]","Arsenic (As) [ug]","Cadmium (Cd) [ug]","Calcium (Ca) [mg]","Chromium (Cr) [ug]","Cobalt (Co) [ug]","Copper (Cu) [ug]","Iron (Fe) [mg]","Lead (Pb) [ug]","Lithium (Li) [ug]","Magnesium (Mg) [mg]","Manganese (Mn) [ug]","Mercury (Hg) [ng]","Molybdenum (Mo) [ug]","Nickel (Ni) [ug]","Phosphorus (P) [mg]","Potassium (K) [mg]","Selenium (Se) [ug]","Sodium (Na) [mg]","Zinc (Zn) [ug]","Fructose [g]","Glucose [mg]","Sucrose [g]","Maltose [mg]","Lactose [g]","Butyric acid (C4:0) [mg]","Caproic acid (C6:0) [mg]","Caprylic acid (C8:0) [g]","Capric acid (C10:0) [mg]","Lauric acid (C12:0) [mg]","Myristic acid (C14:0) [mg]","Palmitic acid (C16:0) [mg]","Stearic acid (C18:0) [mg]","Arachidic acid (C20:0) [mg]","Behenic acid (C22:0) [mg]","Lignoceric acid (C24:0) [mg]","Myristoleic acid (C14:1) [mg]","Palmitoleic acid (C16:1) [mg]","Oleic acid (C18:1n9) [g]","Elaidic acid (C18:1n9t) [g]","Eicosenoic acid (C20:1n9) [mg]","Erucic acid (C22:1n9) [g]","Nervonic acid (C24:1n9) [mg]","Linoleic acid (C18:2n6) [g]","Eicosadienoic acid (C20:2) [mg]","α-Linolenic acid (C18:3n3) [mg]","Arachidonic acid (C20:4n6) [mg]","Undecanoic acid (C11:0) [ug]","Pentadecanoic acid (C15:0) [mg]","Eicosatrienoic acid (C20:3n6) [mg]","Eicosapentaenoic acid (C20:5n3) [mg]","Docosahexaenoic acid (C22:6n3) [mg]","Docosadienoic acid (C22:2) [mg]","Docosapentaenoic acid (C22:5n3) [mg]","Histidine [mg]","Isoleucine [mg]","Leucine [mg]","Lysine [mg]","Methionine [mg]","Cysteine [mg]","Phenylalanine [mg]","Threonine [mg]","Tryptophan [mg]","Valine [mg]","Alanine [mg]","Arginine [mg]","Aspartic acid [mg]","Glucose [mg]","Glycine [mg]","Proline [mg]","Serine [mg]","Tyrosine [mg]","Oxalates [mg]","Soluble Oxalate [mg]","Insoluble Oxalate [mg]","Cis-Aconitic acid [mg]","Citric acid [mg]","Fumaric acid [mg]","Malic acid [mg]","Quinic acid [mg]","Succinic acid [mg]","Tartaric acid [mg]","3,4-Dihydroxy Benzoic acid [ug]","3-Hydroxy Benzaldehyde [ug]","Protocatechuic acid [ug]","Vanillic acid [ug]","Gallic acid [mg]","Cinnamic acid [ug]","o-Coumaric acid [ug]","p-Coumaric acid [ug]","Caffeic acid [ug]","Chlorogenic acid [mg]","Ferulic acid [ug]","Apigenin [mg]","Apigenin-6-C-gluoside [ug]","Apigenin-7-O-neohesperidoside [mg]","Luteolin [ug]","Kaempferol [mg]","Quercetin [mg]","Quercetin-3-β-D-glucoside [mg]","Quercetin-3-O-rutinoside [mg]","Quercetin-3-β-galactoside [mg]","Isorhamnetin [mg]","Myricetin [mg]","Resvertrol [ug]","Hesperetin [mg]","Naringenin [mg]","Hesperdin [mg]","Daidzein [mg]","Genistein [mg]","(-)-Epicatechin [mg]","(-)-Epigallo catechin [ug]","(-)-Epigallo catechin 3-gallate [ug]","(+)-Catechin [mg]","(-)-Gallocatechin gallate [ug]","(-)-Gallocatechin [ug]","Syringic acid [mg]","Sinapinic acid [mg]","Ellagic acid [mg]","Raffinose [mg]","Stachyose [mg]","Verbascose [mg]","Ajugose [mg]","Campesterol [mg]","Stigmasterol [mg]","β-Sitosterol [mg]","Carotenes [ug]","Xanthophylls [ug]","β-Carotene equivalents [ug]"
P034,Mackerel,Rastrelliger kanagurta,"E. Indian mackerel, Rake Gillat Mackerel; G. Bangada; Kan. Bangda, Bangadei, Bangada; Kon. Bangada; Mal. Ayila, Ayala, Ayla; Mar. Kaulagedar, Bangada, Kaula Gedar; O. Karan kita; Tam. Kanangeluthi, Kumala, Kumla, Augalai; Tel. Kannangadatha, Kanagurta, Kamangadachalu; Common. Mackerel; [Place of collection: Chennai, Mumbai and Goa]",Marine Fish,3,fishetarian nonveg,423,74.55,1.2,0.10563504,1.53,0.04648,0,0,21.51,20.73564,0,0,0,0.00071,0,0,0,0,0.69174,0.00234808,0.000003,0.000005,0,0.00001634,0.104903,0,4.5e-7,0.00071,0.00000525,0.604,0.686,0.41419,0.68598,0,0.216,0.47,0.37883,0.09128,0.13718,0,0.07869,0,0,0,0,0,0,9.154656,4.437513,7.143471,0.00001634,0.00007,0.0001,0.00267,0.00135,0.1,0.000713,0,0,2.2e-7,2.3e-7,0.00071,0,0,0,0,0,0,0,0,0.00000525,0,0,0,0,0,0,0,0,0,0.000002,0.03127,0.000011,0.000001,0.00012,0.00146,0.000003,0.000003,0.03746,0.00002,0,0,0.000002,0.231,0.309,0.00006408,0.08301,0.00067,0,0,0,0,0,0,0,0,0,0,0.04867,0.351,0.18,0.00734,0.00424,0.00317,0,0.07869,0.123,0,0.00676,0.00264,0.00478,0.0281,0.00125,0,0.05437,0,0.01005,0.00756,0.07272,0.259,0,0.04711,0.780813,0.998064,1.701441,1.374489,0.550656,0.361368,1.129275,1.228221,0.2151,1.176597,1.163691,1.249731,2.142396,2.878038,1.135728,0.703377,0.959346,0.987309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P035,Manda clathi,Naso reticulatus,E. Reticulated unicornfish; [Place of collection: Mandapam],Marine Fish,1,fishetarian nonveg,398,76.32,1.48,0.09232236,1,0.02103,0,0,21.27,20.885013,0,0,0,0.00016,0,0,0,0,0.85886,0.00087856,0.000001,0,0,0.00000199,0.092158,0,0.00000191,0.00016,4.6e-7,0.337,0.449,0.23678,0.44962,0,0.171,0.278,0.21563,0.06225,0.11611,0,0.05563,0,0,0,0,0,0,9.071655,4.628352,7.185006,0.00000199,0.00003,0.00002,0.00277,0.00102,0.08758,0.000738,0,0,0.00000146,4.5e-7,0.00016,0,0,0,0,0,0,0,0,4.6e-7,0,0,0,0,0,0,0,0,0,0,0.01148,0.000027,0,0.00001,0.00043,0,0.000001,0.03788,0.00001,0,0.000003,0.000006,0.32,0.431,0.00002256,0.0585,0.00037,0,0,0,0,0,0,0,0,0,0,0.02879,0.207,0.08783,0.00387,0.00262,0,0,0.05563,0.107,0,0.00656,0,0.00255,0.00967,0.0034,0,0.04705,0,0.00656,0.00213,0.04206,0.138,0,0.03557,0.633846,0.99969,1.858998,1.286835,0.706164,0.412638,1.295343,1.02096,0.172287,1.097532,1.125183,1.412328,2.314176,2.867196,1.137945,0.684894,0.878451,0.980547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P036,Matha,Acanthurus mata,"E. Elongate surgeonfish, Blue lined surgeonfish; Mal. Pala; Common. Marine tropical fish; [Place of collection: Chennai and vizag]",Marine Fish,2,fishetarian nonveg,389,79.81,1.35,0.04809483,0.79,0.02055,0,0,21.17,21.368998,0,0,0,0.00061,0,0,0,0,0.82984,0.0007179,0.000003,0,0,0.00000499,0.047477,0,0.00000206,0.00061,7.8e-7,0.297,0.294,0.17567,0.2943,0,0.106,0.188,0.13821,0.05009,0.08394,0,0.02206,0,0,0,0,0,0,9.549787,5.01729,6.801921,0.00000499,0.00005,0.00005,0.00237,0.0014,0.04245,0.001157,0,0,0.00000195,1.1e-7,0.00061,0,0,0,0,0,0,0,0,7.8e-7,0,0,0,0,0,0,0,0,0,0,0.01402,0.000017,0.000001,0.00002,0.00032,0,0.000003,0.04024,0.00001,0,0,0.000012,0.263,0.45,0.0000179,0.06258,0.00032,0,0,0,0,0,0,0,0,0,0,0.025,0.191,0.06674,0.00459,0.00189,0,0,0.02206,0.06756,0,0.00982,0.00337,0.00319,0.00897,0.00125,0,0.03913,0,0.00694,0.00074,0.02757,0.1,0,0.01064,0.851034,1.081787,1.831205,1.096606,0.749418,0.429751,1.257498,1.202456,0.264625,1.215158,1.168584,1.697834,1.833322,2.870652,1.105074,0.768471,0.929363,1.01616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P037,Milk fish,Chanos chanos,"E. Milkfish, Milk fish, White Mullet; Kan. Humeen, Hoomeenu, Hoo meenu; Mal. Poomeen; Tam. Pal kendai, Palmeen, Tulu candul, Thullu, Palai meen; Tel. Pallabontha, Polah bontah; [Place of collection: Mandapam]",Marine Fish,1,fishetarian nonveg,442,72.22,1.12,0.08586769,1.09,0.02138,0,0,23.66,23.66,0,0,0,0.00186,0,0,0,0,0.70054,0.00432125,0.000001,0.000005,0,0.00000329,0.084002,0,0.00000122,0.00186,0.00000118,0.366,0.509,0.28713,0.50762,0,0.188,0.321,0.24363,0.07657,0.1694,0,0.01802,0,0,0,0,0,0,10.71798,5.174442,7.767578,0.00000329,0.00005,0.00007,0.00521,0.00103,0.07651,0.001132,0,0,0.0000012,2e-8,0.00186,0,0,0,0,0,0,0,0,0.00000118,0,0,0,0,0,0,0,0,0,0.000003,0.02918,0.000006,0,0.00045,0.00135,0.000002,0.000001,0.03538,0.00002,0,0,0.000003,0.292,0.301,0.00006225,0.04298,0.00243,0,0,0,0,0,0,0,0,0,0,0.01537,0.231,0.106,0.00421,0.00414,0,0,0.01802,0.152,0,0.01281,0,0.00459,0.00777,0,0,0.0688,0,0.00442,0,0.01656,0.194,0,0.03307,0.73346,1.21849,1.96378,1.741376,0.78078,0.440076,1.23032,1.388842,0.21294,1.447992,1.474018,1.45509,2.03476,3.328962,1.197196,0.936936,0.929838,1.145144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P038,Moon fish,Mene maculata,"E. Moonfish; G. Vaniani; Kan. Hakkimeen; Mal. Ambattan parah; Tam. Ambutan parah, Amattikatti; Common. Perch fish; [Place of collection: Mumbai]",Marine Fish,1,fishetarian nonveg,526,74.21,1.69,0.14167571,4.69,0.06888,0,0,20.74,20.742074,0,0,0,0.0012,0,0,0,0,0.45749,0.00283802,0.000004,0.000001,0,0.00000894,0.140462,0,5.7e-7,0.0012,0.0000042,2.929,1.306,0.32095,1.30586,0,0.932,0.374,0.2715,0.10203,0.59633,0,0.336,0,0,0,0,0,0,8.957606,4.34503,7.439438,0.00000894,0.00007,0.00007,0.00183,0.00172,0.136,0.000772,0,0,4.8e-7,9e-8,0.0012,0,0,0,0,0,0,0,0,0.0000042,0,0,0,0,0,0,0,0,0,0.000001,0.02918,0.000004,0.000001,0.00016,0.00167,0,0.000004,0.03714,0.00004,0,0,0.000003,0.169,0.157,0.00003002,0.06517,0.00093,0,0,0,0,0,0,0,0,0,0,0.293,1.751,0.721,0.04094,0.03296,0.02361,0,0.336,0.527,0,0.02686,0.00813,0.03434,0.05687,0,0,0.04516,0,0.0674,0,0.05792,0.161,0,0.05258,1.024556,1.014186,1.715198,1.211216,0.647088,0.416874,0.981002,0.962336,0.253028,1.148996,1.175958,1.190476,2.370582,3.04878,1.111664,0.742492,0.844118,0.883524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P039,Mullet,Mugil cephalus,"E. Flathead grey mullet, Flathead Greymullet; B. Ain; G. Bhomat, Boi, Gandhia; Kan. Mala; Mal. Tirutha, Thirutha, Tiruta; Mar. Boi, Mangan, Boita, Pilas, Bol, Pilsa, Sherto; Tam. Madavai, Kasmeen, Manla; Tel. Kathiparega, Kathi parenga; Common. Food fish; [Place of collection: Mumbai, Kochi and Chennai]",Marine Fish,3,fishetarian nonveg,393,76.12,1.16,0.14050871,1.32,0.0183,0,0,20.23,20.039838,0,0,0,0.00053,0,0,0,0,0.68838,0.00191949,0.000002,0.000001,0,0.00001838,0.139959,0,5e-7,0.00053,8.3e-7,0.495,0.597,0.33383,0.59575,0,0.219,0.378,0.31074,0.06677,0.13423,0,0.08401,0,0,0,0,0,0,8.67867,4.681222,6.679946,0.00001838,0.00005,0.00009,0.00252,0.00111,0.135,0.001189,0,0,3.1e-7,1.9e-7,0.00053,0,0,0,0,0,0,0,0,8.3e-7,0,0,0,0,0,0,0,0,0,0.000001,0.0352,0.000014,0.000001,0.00006,0.00131,0,0.000002,0.03409,0.00004,0,0,0.000004,0.222,0.331,0.00004049,0.06609,0.00045,0,0,0,0,0,0,0,0,0,0,0.05467,0.305,0.114,0.00199,0.00153,0,0,0.08401,0.125,0,0.0076,0,0.00163,0.01603,0.00185,0,0.04889,0,0.0185,0,0.07291,0.196,0,0.04183,0.677705,0.942718,1.600193,1.296743,0.598808,0.281197,1.100512,1.197616,0.188139,1.076236,1.126811,1.452514,1.685159,2.937396,1.165248,0.716142,0.93058,1.066121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P040,Mural,Tylosurus crocodilus crocodilus,"E. Houndfish, Crocodile needlefish, Giant Longtom; Mal. Oola, Keran; Mar. Tol; Tam. Pahmum kolah; Tel. Wahlah kuddera; Common. Game fish; [Place of collection: Mandapam]",Marine Fish,1,fishetarian nonveg,345,78.96,1.11,0.07193982,0.58,0.01743,0,0,19.04,18.958128,0,0,0,0.00044,0,0,0,0,0.69971,0.00101236,0,0,0,0.00000161,0.071496,0,8.7e-7,0.00044,0.00000134,0.349,0.43476,0.33143,0.43544,0,0.08076,0.354,0.31987,0.03481,0.0453,0,0.03546,0,0,0,0,0,0,8.48232,4.238304,6.237504,0.00000161,0.00006,0.00003,0.00265,0.00037,0.06724,0.001146,0,0,8.6e-7,1e-8,0.00044,0,0,0,0,0,0,0,0,0.00000134,0,0,0,0,0,0,0,0,0,0,0.00861,0.000005,0,0.00002,0.00024,0,0,0.0271,0.00001,0,0,0.000001,0.224,0.33,0.00002636,0.11,0.00071,0,0,0,0,0,0,0,0,0,0,0.02663,0.242,0.07252,0,0,0,0,0.03546,0.04248,0,0,0,0.00282,0.00588,0,0,0.02893,0,0.0081,0,0.06862,0.228,0,0.02325,0.908208,0.925344,1.606976,1.0472,0.75208,0.298928,1.058624,0.991984,0.15232,1.039584,1.058624,1.157632,1.568896,2.793168,1.10432,0.729232,0.816816,0.948192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P041,Myil meen,Istiophorus platypterus,"E. Indo Pacific sailfish, Peacock Fish, Sail Fish, Indian Sail Fish, Sailfish; G. Tadmachhi, Kunga; Mal. Ola meen, Olameen; Mar. Tadmasa; Common. Sailfish; [Place of collection: Chennai and Mandapam]",Marine Fish,2,fishetarian nonveg,410,75.57,1.21,0.1255608,0.56,0.02172,0,0,22.89,22.114029,0,0,0,0.00053,0,0,0,0,0.73224,0.00204058,0.000003,0,0,0.00002151,0.125008,0,4e-7,0.00053,8.9e-7,0.15,0.23425,0.16988,0.23432,0,0.05525,0.179,0.13962,0.03946,0.04605,0,0.00919,0,0,0,0,0,0,9.515373,5.166273,7.432383,0.00002151,0.00004,0.00004,0.00441,0.00071,0.119,0.000808,0,0,1.8e-7,2.2e-7,0.00053,0,0,0,0,0,0,0,0,8.9e-7,0,0,0,0,0,0,0,0,0,0,0.0072,0.00006,0.000002,0.00012,0.0012,0,0.000003,0.03008,0.00002,0,0.000007,0.000004,0.268,0.365,0.00004758,0.06196,0.00058,0,0,0,0,0,0,0,0,0,0,0.00594,0.08937,0.05187,0.00184,0,0,0,0.00919,0.04424,0,0.00181,0,0,0.00749,0.0003,0,0.03136,0,0.00056,0.00031,0.01703,0.114,0,0.00859,0.675255,1.094142,1.817466,1.650369,0.464667,0.444066,1.025472,1.222326,0.20601,1.359666,1.245216,1.686993,1.959384,3.197733,1.293285,0.808017,1.03005,0.933912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P042,Nalla bontha,Epinephelus sp.,"E. Giant Rock Cod, Malabar Rockcod, Brown-spotted Grouper, Estuary Rock cod, Malabar Grouper, Morgan`s Cod, Blackspot Cod, Malabar Reef Cod, Speckled Grouper., Blacksaddle Grouper, Malabar Cod, Speckled Grouper, Grouper, Greasy Grouper, Blackspotted Rockcod, Malabar Reefcod, Estuary Cod, Malabar Rock Cod; G. Wekhali, Wekhanu., Wekhru; Kan. Gopra, Muni Meenu; Kon. Gobri; Mal. Kalawa; Mar. Gobra, Hekru, Hekaru; O. Bhala; Tam. Punni calawah, Kalava, Punni calawah; Tel. Bontha, Kodi Punju, Bontoo; Common. Large serranid fish; [Place of collection: Vizag]",Marine Fish,1,fishetarian nonveg,364,79.32,1,0.08606815,0.72,0.015,0,0,19.82,19.318554,0,0,0,0.00011,0,0,0,0,0.69611,0.00066034,0.000002,0,0,0.0000024,0.085954,0,5.5e-7,0.00011,0.0000012,0.238,0.293,0.15022,0.29326,0,0.127,0.166,0.13062,0.03544,0.09578,0,0.03142,0,0,0,0,0,0,8.092506,4.324724,6.901324,0.0000024,0.00004,0.00001,0.00056,0.00022,0.08341,0.001714,0,0,5.4e-7,1e-8,0.00011,0,0,0,0,0,0,0,0,0.0000012,0,0,0,0,0,0,0,0,0,0,0.00904,0.000005,0,0.00002,0.00031,0,0.000002,0.0292,0.00001,0,0,0.000003,0.197,0.403,0.00001234,0.05787,0.0003,0,0,0,0,0,0,0,0,0,0,0.01845,0.151,0.0628,0.00251,0,0,0,0.03142,0.08899,0,0.00486,0,0.00193,0.0068,0,0,0.02864,0,0.00348,0,0.01749,0.09729,0,0.01584,0.695682,0.7928,1.448842,1.242714,0.610456,0.40631,0.794782,1.312084,0.221984,0.973162,1.310102,1.472626,1.900738,2.618222,0.933522,0.541086,1.072262,0.97118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P043,Narba,Caranx sexfasciatus,"E. Bigeye trevally, Bigeye jack, Great trevally, Six banded trevally, Dusky jack, Dusk Jack, Tille Jack; G. Bangada, Kala Bangada; Kan. Gondlu; Mal. Maduthala, Varayan para, Kuluvel; Mar. Kala Bangada; Common. Large marine fish; [Place of collection: Vizag and Mumbai]",Marine Fish,2,fishetarian nonveg,432,76.37,1.17,0.15755743,1.6,0.01606,0,0,21.95,21.763425,0,0,0,0.0009,0,0,0,0,0.70205,0.0017195,0.000002,0.000005,0,0.00000293,0.156653,0,3.9e-7,0.0009,0.00000111,0.603,0.746,0.42939,0.74661,0,0.259,0.487,0.40539,0.08211,0.21788,0,0.04123,0,0,0,0,0,0,9.81165,4.734615,7.21716,0.00000293,0.00005,0.00004,0.00151,0.00075,0.153,0.001303,0,0,1.9e-7,2e-7,0.0009,0,0,0,0,0,0,0,0,0.00000111,0,0,0,0,0,0,0,0,0,0.000001,0.00721,0.000004,0,0.0001,0.00111,0.000004,0.000002,0.02633,0.00001,0,0,0.000003,0.235,0.384,0.0000425,0.04951,0.00045,0,0,0,0,0,0,0,0,0,0,0.02959,0.338,0.213,0.00745,0.00244,0.00258,0,0.04123,0.199,0,0.00995,0,0.00893,0.01828,0.00229,0,0.06154,0,0.00957,0,0.03957,0.31,0,0.05582,1.16774,0.97458,1.66381,1.43553,0.85166,0.42144,1.200665,1.055795,0.269985,1.191885,1.18969,1.341145,2.140125,2.983005,1.19408,0.73752,0.90434,1.04043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P044,Paarai,Caranx heberi,"E. Blacktip trevally, Blacktip kingfish, Yellowtail kingfish; Common. Large marine fish; [Place of collection: Chennnai]",Marine Fish,1,fishetarian nonveg,435,75.77,1.21,0.17809798,1.84,0.02329,0,0,21.58,21.48289,0,0,0,0.0003,0,0,0,0,0.75433,0.00123663,0.000001,0,0,0.00000323,0.177792,0,0.00000178,0.0003,9.7e-7,0.72,0.854,0.53107,0.85343,0,0.276,0.578,0.46968,0.10828,0.20522,0,0.07025,0,0,0,0,0,0,8.979438,4.754074,7.749378,0.00000323,0.00003,0.00002,0.00286,0.00027,0.173,0.001612,0,0,0.0000014,3.8e-7,0.0003,0,0,0,0,0,0,0,0,9.7e-7,0,0,0,0,0,0,0,0,0,0,0.01352,0.000011,0,0.00003,0.00069,0,0.000001,0.02759,0.00001,0,0.000003,0.000007,0.284,0.384,0.00003563,0.04522,0.00045,0,0,0,0,0,0,0,0,0,0,0.06305,0.413,0.216,0.00838,0.00603,0,0,0.07025,0.19,0,0.00806,0,0.00716,0.02266,0.00506,0,0.07756,0,0.01328,0.003,0.08085,0.35,0,0.03883,0.666822,0.886938,1.687556,1.527864,0.854568,0.24817,1.048788,0.943046,0.241696,1.12216,1.372488,1.312064,2.39538,3.131258,1.463124,1.005628,0.850252,0.725088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P045,Padayappa,Canthidermis maculata,"E. Rough triggerfish, Spotted oceanic triggerfish; Common. Triggerfish; [Place of collection: Kochi]",Marine Fish,1,fishetarian nonveg,360,79.18,1.26,0.07580979,0.69,0.00965,0,0,19.7,19.99747,0,0,0,0.00025,0,0,0,0,0.81868,0.00248235,0.000001,0.000002,0,0.00000146,0.075557,0,7e-7,0.00025,6.3e-7,0.169,0.33165,0.23568,0.33158,0,0.08365,0.248,0.17093,0.07699,0.07716,0,0.0065,0,0,0,0,0,0,7.85636,4.21974,7.92137,0.00000146,0.00003,0.00005,0.00453,0.00068,0.06893,0.001337,0,0,6.2e-7,8e-8,0.00025,0,0,0,0,0,0,0,0,6.3e-7,0,0,0,0,0,0,0,0,0,0.000001,0.00983,0.000003,0.000001,0.00058,0.00033,0.000001,0.000001,0.02898,0.00002,0,0,0.000006,0.256,0.49,0.00006235,0.03387,0.00148,0,0,0,0,0,0,0,0,0,0,0.00351,0.0955,0.06748,0,0,0,0,0.0065,0.07716,0,0,0,0,0.0087,0,0,0.06829,0,0.00288,0,0.02669,0.132,0,0.01224,0.48265,0.92393,1.56418,1.22534,0.64419,0.26595,0.75648,0.98894,0.24034,1.03031,1.2411,1.19382,2.72845,3.10472,1.2608,0.79982,0.8471,0.69935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P046,Pali kora,Panna microdon,E. Panna croaker; [Place of collection: Kochi],Marine Fish,1,fishetarian nonveg,394,78.63,1,0.12862094,1.81,0.03318,0,0,19.25,18.520425,0,0,0,0.00044,0,0,0,0,0.65888,0.00085515,0.000002,0,0,0.00000189,0.128177,0,1.3e-7,0.00044,0.00000192,0.761,0.783,0.39521,0.78536,0,0.352,0.431,0.35486,0.07742,0.18108,0,0.172,0,0,0,0,0,0,8.0388,3.49195,6.989675,0.00000189,0.00003,0.00005,0.00078,0.00043,0.126,0.000887,0,0,1.1e-7,2e-8,0.00044,0,0,0,0,0,0,0,0,0.00000192,0,0,0,0,0,0,0,0,0,0,0.01703,0.000002,0,0.00001,0.00042,0,0.000002,0.028,0.00001,0,0,0.000001,0.195,0.364,0.00003215,0.05485,0.00038,0,0,0,0,0,0,0,0,0,0,0.05938,0.547,0.129,0.00902,0.00655,0,0,0.172,0.163,0,0.00979,0,0.00829,0.02089,0.00388,0,0.05032,0,0.0109,0.00233,0.105,0.219,0,0.03086,0.55825,0.8932,1.48995,1.318625,0.75845,0.256025,0.72765,1.13575,0.16555,0.991375,1.056825,1.1011,2.034725,3.0184,0.92015,0.6006,0.879725,0.614075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
